BAND,EVENT_DATE,EVENT_YEAR,EVENT_MONTH,LAT_DD,LON_DD
B77855764484,11/27/2018,2018,11,40.7034,-75.42618
B77855764484,11/29/2018,2018,11,40.70402,-75.42441
B97965913697,12/24/2018,2018,12,40.68001,-75.30356
B77815097045,12/24/2018,2018,12,40.67956,-75.30194
B57865508998,12/29/2018,2018,12,40.73441,-75.29893
B17815730907,12/29/2018,2018,12,40.73441,-75.29893
B07815730073,01/04/2019,2019,1,40.70442,-75.42382
B67865575226,01/06/2019,2019,1,40.68114,-75.30351
B07815730073,01/13/2019,2019,1,40.72565,-75.41312
B07815097960,01/13/2019,2019,1,40.72565,-75.41312
B77965289927,01/31/2019,2019,1,40.70754,-75.37155
B97965911966,02/08/2019,2019,2,40.27409,-76.23542
B77815712401,02/15/2019,2019,2,40.27409,-76.23542
B77815712401,02/16/2019,2019,2,40.27409,-76.23542
B47965284868,02/17/2019,2019,2,40.28065,-76.15859
B77815700921,02/17/2019,2019,2,40.68621,-75.39214
B77815712401,02/21/2019,2019,2,40.27409,-76.23542
B57965395663,02/21/2019,2019,2,40.27409,-76.23542
B37865836615,02/21/2019,2019,2,40.27409,-76.23542
B97965911539,02/21/2019,2019,2,40.27409,-76.23542
B97965249269,02/22/2019,2019,2,40.27409,-76.23542
B77865565286,02/22/2019,2019,2,40.27409,-76.23542
B07815095809,02/22/2019,2019,2,40.27409,-76.23542
B17815730983,02/22/2019,2019,2,40.27409,-76.23542
B37965935899,02/23/2019,2019,2,40.28343,-76.6147
B77965248569,02/23/2019,2019,2,40.28525,-76.20367
B07815097960,02/23/2019,2019,2,40.28159,-76.20208
B77815701160,03/01/2019,2019,3,40.29153,-76.23226
B77815712401,03/01/2019,2019,3,40.27409,-76.23542
B17815701300,03/02/2019,2019,3,40.27409,-76.23542
B77815712401,03/02/2019,2019,3,40.27095,-76.22615
B08165011321,03/02/2019,2019,3,40.06752,-76.41407
B67865578745,03/02/2019,2019,3,40.06752,-76.41407
B37965617356,03/02/2019,2019,3,40.27409,-76.23542
B67865562058,03/03/2019,2019,3,40.27409,-76.23542
B67865562936,03/03/2019,2019,3,40.30916,-76.3998
B07815097960,03/03/2019,2019,3,40.28011,-76.22718
B87965968787,03/04/2019,2019,3,40.27409,-76.23542
B97815097419,03/04/2019,2019,3,40.27409,-76.23542
B87965381837,03/04/2019,2019,3,40.24575,-76.62852
B57865564368,03/04/2019,2019,3,40.27409,-76.23542
B77855764484,03/05/2019,2019,3,39.85684,-76.14304
B97965970957,03/05/2019,2019,3,40.27409,-76.23542
B57965912831,03/06/2019,2019,3,39.98154,-76.42507
B37965617356,03/06/2019,2019,3,39.98154,-76.42507
B07815097960,03/06/2019,2019,3,40.27567,-76.66363
B47965284868,03/08/2019,2019,3,39.73336,-76.20368
B17865561988,03/08/2019,2019,3,39.76767,-76.20025
B97815091891,03/08/2019,2019,3,40.10138,-76.47428
B17815022828,03/09/2019,2019,3,40.27409,-76.23542
B58165767517,03/09/2019,2019,3,39.9516,-76.52049
B67865562936,03/09/2019,2019,3,40.27409,-76.23542
B37965617356,03/09/2019,2019,3,40.09537,-76.42883
B57965395663,03/11/2019,2019,3,40.27625,-76.24473
B97965966687,03/11/2019,2019,3,40.27625,-76.24473
B07815095809,03/12/2019,2019,3,40.27409,-76.23542
B57965395663,03/14/2019,2019,3,40.27409,-76.23542
B08165011321,03/14/2019,2019,3,40.27409,-76.23542
B67865562187,03/14/2019,2019,3,40.27409,-76.23542
B18165034494,03/14/2019,2019,3,40.27409,-76.23542
B77865565286,03/14/2019,2019,3,40.27409,-76.23542
B97965966687,03/15/2019,2019,3,40.27609,-76.23585
B97965970447,03/17/2019,2019,3,40.27409,-76.23542
B57865508595,03/17/2019,2019,3,40.27409,-76.23542
B17815732421,03/17/2019,2019,3,40.27409,-76.23542
B18165034494,03/17/2019,2019,3,40.27409,-76.23542
B67865578745,03/19/2019,2019,3,40.06752,-76.41407
B37965617356,03/19/2019,2019,3,40.06752,-76.41407
B67965965656,03/19/2019,2019,3,40.27409,-76.23542
B97965908606,03/22/2019,2019,3,41.617,-80.39979
B68165783946,03/99/2019,2019,3,40.30093,-76.26805
B17815022582,11/28/2019,2019,11,40.70397,-75.42401
B47865574868,11/28/2019,2019,11,40.70403,-75.42398
B77855767045,11/30/2019,2019,11,40.70399,-75.4244
B57815712357,11/30/2019,2019,11,40.70533,-75.42469
B57815712357,12/28/2019,2019,12,40.70355,-75.42398
B87965381837,99/99/2019,2019,99,40.71704,-75.61865
B27815730237,01/03/2020,2020,1,40.27409,-76.23542
B87865836738,01/03/2020,2020,1,40.27409,-76.23542
B57855764274,01/03/2020,2020,1,40.27409,-76.23542
B97855494614,01/03/2020,2020,1,40.27409,-76.23542
B67855716785,01/03/2020,2020,1,40.27409,-76.23542
B87865836738,01/11/2020,2020,1,40.66296,-75.57601
B77815701481,01/12/2020,2020,1,40.59373,-75.62664
B77815095529,01/16/2020,2020,1,40.47415,-75.9554
B87855764974,01/25/2020,2020,1,40.53053,-75.74774
B67855767416,01/31/2020,2020,1,40.27409,-76.23542
B57855768347,01/31/2020,2020,1,40.27409,-76.23542
B77855715648,01/31/2020,2020,1,40.27409,-76.23542
B47815095435,01/31/2020,2020,1,40.27409,-76.23542
B57815097238,01/31/2020,2020,1,40.27409,-76.23542
B57965641794,02/01/2020,2020,2,40.27294,-76.23285
B27815730237,02/01/2020,2020,2,40.27409,-76.23542
B77855715648,02/01/2020,2020,2,40.27409,-76.23542
B87865836738,02/01/2020,2020,2,40.27409,-76.23542
B07815095039,02/03/2020,2020,2,40.27409,-76.23542
B67855767416,02/03/2020,2020,2,40.27409,-76.23542
B57815097238,02/03/2020,2020,2,40.27409,-76.23542
B57855709590,02/03/2020,2020,2,40.27409,-76.23542
B77855715648,02/03/2020,2020,2,40.27409,-76.23542
B57855480595,02/05/2020,2020,2,40.37963,-75.50286
B57855768837,02/05/2020,2020,2,40.37974,-75.50254
B08025136735,02/05/2020,2020,2,40.37976,-75.5025
B97965280652,02/08/2020,2020,2,40.28511,-76.56778
B17815095860,02/09/2020,2020,2,40.27409,-76.23542
B37965617356,02/09/2020,2020,2,40.27409,-76.23542
B67855716785,02/09/2020,2020,2,40.27409,-76.23542
B67855767416,02/09/2020,2020,2,40.27409,-76.23542
B77855488408,02/09/2020,2020,2,40.27409,-76.23542
B57815097238,02/09/2020,2020,2,40.27409,-76.23542
B57865508595,02/10/2020,2020,2,40.27409,-76.23542
B37815712317,02/10/2020,2020,2,40.27409,-76.23542
B97965966769,02/11/2020,2020,2,40.27446,-76.23632
B77855488408,02/12/2020,2020,2,40.27409,-76.23542
B07815091401,02/12/2020,2020,2,40.27409,-76.23542
B77855715648,02/12/2020,2020,2,40.27409,-76.23542
B57855768347,02/12/2020,2020,2,40.27409,-76.23542
B57865573005,02/12/2020,2020,2,40.27409,-76.23542
B77855764368,02/12/2020,2020,2,40.27409,-76.23542
B07815700865,02/12/2020,2020,2,40.27409,-76.23542
B17815730108,02/12/2020,2020,2,40.27409,-76.23542
B87855485295,02/12/2020,2020,2,40.27409,-76.23542
B78165702685,02/12/2020,2020,2,40.28473,-76.24713
B77965901921,02/12/2020,2020,2,40.28362,-76.2486
B57855764274,02/12/2020,2020,2,40.57287,-75.945
B07815095039,02/12/2020,2020,2,40.27409,-76.23542
B57965641794,02/12/2020,2020,2,40.27409,-76.23542
B57965641794,02/13/2020,2020,2,40.27409,-76.23542
B57855768837,02/13/2020,2020,2,40.44371,-75.56966
B57965641794,02/14/2020,2020,2,40.27409,-76.23542
B37815712317,02/14/2020,2020,2,41.05855,-76.76442
B87815730657,02/15/2020,2020,2,40.27409,-76.23542
B57965641794,02/15/2020,2020,2,40.27409,-76.23542
B78165702685,02/15/2020,2020,2,40.27409,-76.23542
B77855480964,02/15/2020,2020,2,41.23248,-76.77967
B57855715718,02/15/2020,2020,2,40.27409,-76.23542
B77855767885,02/15/2020,2020,2,40.27409,-76.23542
B57855768347,02/15/2020,2020,2,40.28201,-76.2431
B77855482798,02/15/2020,2020,2,40.27409,-76.23542
B67855706705,02/15/2020,2020,2,40.27409,-76.23542
B57855494745,02/15/2020,2020,2,40.27409,-76.23542
B87855480535,02/16/2020,2020,2,40.03696,-76.38663
B77855480964,02/16/2020,2020,2,41.18482,-77.29133
B57965641794,02/16/2020,2020,2,40.27344,-76.23542
B67855767416,02/16/2020,2020,2,40.27409,-76.23542
B67855706705,02/16/2020,2020,2,40.49245,-76.18737
B87855480535,02/17/2020,2020,2,40.03545,-76.38594
B07855700627,02/17/2020,2020,2,40.27409,-76.23542
B87855494815,02/17/2020,2020,2,40.27409,-76.23542
B47855485248,02/17/2020,2020,2,40.27409,-76.23542
B77855488408,02/17/2020,2020,2,40.27409,-76.23542
B67855716785,02/17/2020,2020,2,40.03546,-76.38607
B97965966769,02/17/2020,2020,2,40.27409,-76.23542
B37965617356,02/17/2020,2020,2,40.03545,-76.38594
B57965641794,02/18/2020,2020,2,40.49231,-76.183
B37965617356,02/18/2020,2020,2,40.03512,-76.38402
B67855716785,02/18/2020,2020,2,40.03512,-76.38402
B87855480535,02/18/2020,2020,2,40.02902,-76.39509
B97965249269,02/18/2020,2020,2,40.12431,-76.5033
B67855716785,02/19/2020,2020,2,40.03512,-76.38401
B87855480535,02/19/2020,2020,2,40.03512,-76.38401
B78165702685,02/19/2020,2020,2,40.18282,-76.30551
B67855716785,02/19/2020,2020,2,40.03563,-76.3862
B77855716606,02/20/2020,2020,2,40.03511,-76.38412
B57855714504,02/20/2020,2020,2,40.27566,-76.23593
B47865574868,02/20/2020,2020,2,40.40232,-75.62505
B87815730657,02/20/2020,2020,2,40.27409,-76.23542
B87855480535,02/20/2020,2020,2,40.03511,-76.38412
B57855767227,02/20/2020,2020,2,40.03511,-76.38412
B77855715648,02/20/2020,2020,2,40.27409,-76.23542
B87855494815,02/20/2020,2020,2,40.27409,-76.23542
B17855481428,02/21/2020,2020,2,40.27409,-76.23542
B77855716606,02/21/2020,2020,2,40.03501,-76.38564
B57855767227,02/21/2020,2020,2,40.03501,-76.38564
B87855480535,02/22/2020,2020,2,40.03531,-76.38409
B77855716606,02/22/2020,2020,2,40.03549,-76.38591
B57855767227,02/22/2020,2020,2,40.03549,-76.38591
B87855485295,02/22/2020,2020,2,40.0352,-76.384
B57855714504,02/22/2020,2020,2,40.27668,-76.23234
B57855768347,02/22/2020,2020,2,40.27409,-76.23542
B57855709590,02/22/2020,2020,2,40.27668,-76.23234
B87815732418,02/22/2020,2020,2,40.27668,-76.23234
B67855716785,02/22/2020,2020,2,40.03549,-76.38591
B27815730237,02/22/2020,2020,2,40.27409,-76.23542
B77855482798,02/22/2020,2020,2,40.03457,-76.38402
B47855485248,02/22/2020,2020,2,40.27401,-76.24567
B57865508595,02/22/2020,2020,2,40.27409,-76.23542
B77855715648,02/22/2020,2020,2,40.27409,-76.23542
B17815730907,02/22/2020,2020,2,40.27409,-76.23542
B77815701481,02/23/2020,2020,2,41.23362,-76.8228
B27815730237,02/23/2020,2020,2,40.2733,-76.23508
B87855485295,02/23/2020,2020,2,40.03537,-76.38406
B57855767227,02/23/2020,2020,2,40.03536,-76.38602
B77855482798,02/23/2020,2020,2,40.03471,-76.38407
B17815022582,02/23/2020,2020,2,40.37614,-75.4984
B87855480535,02/23/2020,2020,2,40.03471,-76.38407
B67855716785,02/23/2020,2020,2,40.03471,-76.38407
B57855480595,02/24/2020,2020,2,40.27929,-76.2427
B67855716785,02/24/2020,2020,2,40.03512,-76.38401
B57815701075,02/25/2020,2020,2,40.68093,-75.82801
B77815701481,02/25/2020,2020,2,41.23913,-76.74774
B47815095435,02/25/2020,2020,2,41.23913,-76.74774
B57855716676,02/25/2020,2020,2,41.23913,-76.74774
B08025136735,02/25/2020,2020,2,41.23913,-76.74774
B57815097238,02/25/2020,2020,2,40.27409,-76.23542
B67855716785,02/27/2020,2020,2,40.03531,-76.38402
B87815732418,02/27/2020,2020,2,40.03515,-76.38401
B67855716785,02/28/2020,2020,2,40.27409,-76.23542
B87865836738,02/28/2020,2020,2,40.27409,-76.23542
B77815701160,02/28/2020,2020,2,40.27409,-76.23542
B57865508750,02/28/2020,2020,2,40.27409,-76.23542
B87815730657,02/28/2020,2020,2,40.27409,-76.23542
B57855709590,02/28/2020,2020,2,40.27409,-76.23542
B77965245925,02/28/2020,2020,2,40.27409,-76.23542
B87865508978,02/28/2020,2020,2,40.27409,-76.23542
B87965968787,02/28/2020,2020,2,40.27409,-76.23542
B77855482798,02/28/2020,2020,2,40.27409,-76.23542
B97965966769,02/28/2020,2020,2,40.27409,-76.23542
B47855485248,02/28/2020,2020,2,40.27409,-76.23542
B07815730307,02/29/2020,2020,2,40.27409,-76.23542
B77855715681,02/29/2020,2020,2,40.27409,-76.23542
B57865508595,02/29/2020,2020,2,40.27095,-76.23611
B77855715648,02/29/2020,2020,2,40.27095,-76.23611
B07855700627,02/29/2020,2020,2,40.27409,-76.23542
B67855706705,02/29/2020,2020,2,40.27409,-76.23542
B57865574685,02/29/2020,2020,2,40.27409,-76.23542
B77965245925,03/01/2020,2020,3,40.27409,-76.23542
B57855764904,03/01/2020,2020,3,40.27663,-76.2351
B57855494745,03/01/2020,2020,3,40.27409,-76.23542
B77815701327,03/01/2020,2020,3,40.27409,-76.23542
B17815701300,03/01/2020,2020,3,40.27409,-76.23542
B27815730237,03/01/2020,2020,3,40.27409,-76.23542
B87815730657,03/01/2020,2020,3,40.27409,-76.23542
B77855715648,03/01/2020,2020,3,40.27409,-76.23542
B17815095860,03/01/2020,2020,3,40.27409,-76.23542
B77815701160,03/01/2020,2020,3,40.27409,-76.23542
B97815091891,03/01/2020,2020,3,41.09522,-76.67468
B87865508978,03/02/2020,2020,3,40.27409,-76.23542
B17815095860,03/02/2020,2020,3,40.27409,-76.23542
B57855709590,03/02/2020,2020,3,40.34093,-76.41135
B57855714504,03/02/2020,2020,3,40.06752,-76.41407
B87855768627,03/03/2020,2020,3,40.03548,-76.38393
B87815732418,03/04/2020,2020,3,40.035,-76.38556
B77855716606,03/04/2020,2020,3,40.27409,-76.23542
B57855480595,03/04/2020,2020,3,40.03493,-76.38591
B17815091261,03/05/2020,2020,3,40.27409,-76.23542
B57865508595,03/05/2020,2020,3,40.27409,-76.23542
B77965357986,03/05/2020,2020,3,40.67888,-75.8137
B87855715611,03/06/2020,2020,3,41.05175,-76.75125
B17815091261,03/08/2020,2020,3,40.27409,-76.23542
B07855700627,03/08/2020,2020,3,40.27409,-76.23542
B67855767416,03/08/2020,2020,3,40.27409,-76.23542
B57865508595,03/08/2020,2020,3,40.27409,-76.23542
B87855768627,03/09/2020,2020,3,40.03548,-76.38393
B87815732418,03/09/2020,2020,3,40.03503,-76.38447
B87855485295,03/09/2020,2020,3,40.03503,-76.38447
B67855716785,03/09/2020,2020,3,40.03513,-76.38398
B67855716785,03/10/2020,2020,3,40.03504,-76.38478
B87815732418,03/10/2020,2020,3,40.03489,-76.38483
B07855700627,03/11/2020,2020,3,40.27409,-76.23542
B57855480595,03/11/2020,2020,3,40.75034,-77.75
B87815732418,03/11/2020,2020,3,40.03489,-76.38483
B67855716785,03/11/2020,2020,3,40.03512,-76.38401
B87855485295,03/12/2020,2020,3,40.02902,-76.39509
B87855768627,03/12/2020,2020,3,40.02902,-76.39509
B67855716785,03/12/2020,2020,3,40.02902,-76.39509
B57855480595,03/12/2020,2020,3,40.03511,-76.38398
B47855485565,03/12/2020,2020,3,40.27409,-76.23542
B97965240955,03/13/2020,2020,3,40.27198,-76.23788
B77965245925,03/13/2020,2020,3,40.27409,-76.23542
B07855700627,03/13/2020,2020,3,40.27409,-76.23542
B67855706705,03/13/2020,2020,3,40.27409,-76.23542
B07815730307,03/13/2020,2020,3,40.27409,-76.23542
B97965240955,03/14/2020,2020,3,40.27409,-76.23542
B47855485565,03/14/2020,2020,3,40.27409,-76.23542
B87855485295,03/14/2020,2020,3,40.03528,-76.38565
B77965245925,03/14/2020,2020,3,40.27409,-76.23542
B87855485295,03/15/2020,2020,3,40.0342,-76.38549
B57855480595,03/15/2020,2020,3,40.0342,-76.38549
B37965617356,03/18/2020,2020,3,40.02647,-76.38176
B47855485565,03/21/2020,2020,3,40.28633,-76.23379
B57855764904,03/21/2020,2020,3,40.28627,-76.23327
B57855482102,01/01/2021,2021,1,40.7034,-75.42463
B97815097419,01/02/2021,2021,1,40.72565,-75.39407
B07815730073,01/02/2021,2021,1,40.72565,-75.39407
B17815730983,01/10/2021,2021,1,40.67342,-75.62471
B57865573005,01/10/2021,2021,1,40.67342,-75.62471
B97865508955,01/10/2021,2021,1,40.67342,-75.62471
B57865577167,01/15/2021,2021,1,40.70533,-75.42469
B07815730073,01/18/2021,2021,1,40.70415,-75.42386
B07815091401,01/18/2021,2021,1,40.70415,-75.42386
B77855454804,01/22/2021,2021,1,40.704,-75.42416
B17815022828,01/22/2021,2021,1,40.704,-75.42416
B87865561697,01/22/2021,2021,1,40.704,-75.42416
B87865561697,01/24/2021,2021,1,40.70361,-75.42417
B57855768347,02/19/2021,2021,2,40.27409,-76.23542
B97965288018,02/25/2021,2021,2,40.27409,-76.23542
B77855767045,02/25/2021,2021,2,40.27409,-76.23542
B27815022215,02/99/2021,2021,2,40.2887,-76.20328
B57855714504,03/01/2021,2021,3,40.27409,-76.23542
B77855715648,03/01/2021,2021,3,40.27409,-76.23542
B77855716801,03/01/2021,2021,3,40.27409,-76.23542
B97855495655,03/01/2021,2021,3,40.27409,-76.23542
B97965288018,03/01/2021,2021,3,40.27409,-76.23542
B27815022215,03/01/2021,2021,3,40.27409,-76.23542
B17815730181,03/01/2021,2021,3,40.27409,-76.23542
B17815730181,03/02/2021,2021,3,40.27409,-76.23542
B27815022215,03/02/2021,2021,3,40.27409,-76.23542
B87855494815,03/03/2021,2021,3,40.27409,-76.23542
B57965638835,03/03/2021,2021,3,40.27409,-76.23542
B77855488408,03/03/2021,2021,3,40.27409,-76.23542
B17815730181,03/03/2021,2021,3,40.27409,-76.23542
B57965638835,03/04/2021,2021,3,40.27409,-76.23542
B47815714708,03/04/2021,2021,3,40.27409,-76.23542
B77865565286,03/04/2021,2021,3,40.27409,-76.23542
B37815730850,03/04/2021,2021,3,40.27409,-76.23542
B27815022215,03/04/2021,2021,3,40.27409,-76.23542
B67855706705,03/05/2021,2021,3,40.27409,-76.23542
B67865562936,03/05/2021,2021,3,40.27409,-76.23542
B97855495655,03/05/2021,2021,3,40.27409,-76.23542
B57855716676,03/05/2021,2021,3,40.27409,-76.23542
B37965913669,03/05/2021,2021,3,40.34399,-76.01076
B57855716676,03/06/2021,2021,3,40.27409,-76.23542
B77855767045,03/06/2021,2021,3,40.27409,-76.23542
B77815701481,03/06/2021,2021,3,40.27409,-76.23542
B77815700921,03/06/2021,2021,3,40.2788,-76.22684
B47865568478,03/06/2021,2021,3,40.27409,-76.23542
B67865571788,03/06/2021,2021,3,40.27409,-76.23542
B97855494614,03/07/2021,2021,3,40.27409,-76.23542
B67855706705,03/07/2021,2021,3,40.27409,-76.23542
B57855768347,03/08/2021,2021,3,40.28012,-76.24357
B07865508610,03/08/2021,2021,3,40.70533,-75.42469
B97855494614,03/08/2021,2021,3,40.27409,-76.23542
B87855494815,03/08/2021,2021,3,40.27409,-76.23542
B17855481428,03/08/2021,2021,3,40.27409,-76.23542
B17815700260,03/09/2021,2021,3,40.27409,-76.23542
B57865571955,03/09/2021,2021,3,40.26676,-76.15334
B87855494815,03/10/2021,2021,3,40.27566,-76.2337
B77815701367,03/11/2021,2021,3,40.27409,-76.23542
B57855481314,03/11/2021,2021,3,40.27409,-76.23542
B17855481428,03/12/2021,2021,3,40.27409,-76.23542
B57965911511,03/13/2021,2021,3,40.27409,-76.23542
B87855768627,03/17/2021,2021,3,40.06423,-76.43186
B17855481428,03/17/2021,2021,3,40.27409,-76.23542
B57855768347,03/20/2021,2021,3,40.27609,-76.24281
B77815712121,03/20/2021,2021,3,40.27409,-76.23542
B07815700865,05/21/2021,2021,5,40.04702,-79.65448
B67865571788,12/05/2021,2021,12,40.70403,-75.42395
B57865508595,12/05/2021,2021,12,40.70403,-75.42395
B67855716785,12/19/2021,2021,12,40.70402,-75.42394
B67855456626,02/11/2022,2022,2,40.27409,-76.23542
B77855454804,02/12/2022,2022,2,40.27409,-76.23542
B07815091401,02/12/2022,2022,2,40.27409,-76.23542
B77855869608,02/12/2022,2022,2,40.2745,-76.23518
B48495263939,02/14/2022,2022,2,40.82001,-75.13673
B07815730307,02/15/2022,2022,2,40.27409,-76.23542
B97965289908,02/15/2022,2022,2,40.27409,-76.23542
B17815701101,02/18/2022,2022,2,40.27586,-76.61871
B57855768347,02/18/2022,2022,2,40.27409,-76.23542
B87855869777,02/21/2022,2022,2,40.03211,-76.38306
B77855869608,02/23/2022,2022,2,40.27409,-76.23542
B87855869777,02/23/2022,2022,2,40.035,-76.38417
B97855495655,02/23/2022,2022,2,40.035,-76.38417
B27815022215,02/23/2022,2022,2,40.27409,-76.23542
B87855805535,02/23/2022,2022,2,40.26509,-76.23801
B47855485565,02/23/2022,2022,2,40.27592,-76.24452
B57855457257,02/27/2022,2022,2,40.03509,-76.384
B97855495655,02/27/2022,2022,2,40.03509,-76.384
B97855495655,03/01/2022,2022,3,40.035,-76.38417
B77855869608,03/01/2022,2022,3,40.27409,-76.23542
B57855457257,03/01/2022,2022,3,40.035,-76.38417
B87855805535,03/01/2022,2022,3,40.27409,-76.23542
B57855484744,03/02/2022,2022,3,40.3793,-75.78467
B67865561256,03/02/2022,2022,3,40.3793,-75.78467
B77855454804,03/03/2022,2022,3,40.27409,-76.23542
B77855488408,03/03/2022,2022,3,40.28228,-76.22787
B67965965656,03/05/2022,2022,3,40.27409,-76.23542
B87855805535,03/05/2022,2022,3,40.27409,-76.23542
B77855869608,03/05/2022,2022,3,40.27409,-76.23542
B97855495655,03/06/2022,2022,3,40.03509,-76.384
B47855485565,03/06/2022,2022,3,40.27409,-76.23542
B07815091800,03/08/2022,2022,3,40.32757,-80.0395
B67965965656,03/09/2022,2022,3,40.27409,-76.23542
B57855484744,03/09/2022,2022,3,40.79188,-75.43148
B77855767045,03/09/2022,2022,3,40.43343,-76.11216
B57855767385,03/11/2022,2022,3,40.27409,-76.23542
B97855494614,03/11/2022,2022,3,40.27409,-76.23542
B77815701160,03/11/2022,2022,3,40.27409,-76.23542
B77855488408,03/11/2022,2022,3,40.27409,-76.23542
B77865570965,03/13/2022,2022,3,40.45927,-75.8413
B17815701300,03/13/2022,2022,3,40.45679,-75.8427
B67855706705,03/14/2022,2022,3,40.27573,-76.21602
B77855488408,03/14/2022,2022,3,40.2756,-76.21662
B47855485565,03/25/2022,2022,3,40.37676,-76.41726
B97855494614,03/11/2020,2020,3,35.19563,-85.52517
B35935639546,02/13/2000,2000,2,36.91667,-75.91667
B88475785838,11/24/2000,2000,11,37.91667,-75.41667
B58475749637,11/24/2000,2000,11,37.91667,-75.41667
B78475717824,12/07/2000,2000,12,37.91667,-75.41667
B48475057777,01/10/2001,2001,1,36.75,-76.25
B78715805455,01/23/2001,2001,1,36.58333,-75.91667
B78475789084,02/01/2001,2001,2,36.58333,-75.91667
B78475761385,02/06/2001,2001,2,36.58333,-75.91667
B58475052850,02/06/2001,2001,2,36.58333,-75.91667
B88475785838,11/18/2001,2001,11,37.91667,-75.41667
B78475717824,11/27/2001,2001,11,37.91667,-75.41667
B38495301088,11/28/2001,2001,11,37.91667,-75.41667
B18475711491,11/28/2001,2001,11,37.91667,-75.41667
B38475736133,11/28/2001,2001,11,37.91667,-75.41667
B58475749637,11/30/2001,2001,11,37.91667,-75.41667
B78475717824,11/30/2001,2001,11,37.91667,-75.41667
B18475711491,11/30/2001,2001,11,37.91667,-75.41667
B78715805455,11/30/2001,2001,11,37.91667,-75.41667
B38495301088,11/80/2001,2001,11,37.91667,-75.41667
B18475711981,12/31/2001,2001,12,37.91667,-75.41667
B48495385298,11/30/2002,2002,11,37.91667,-75.41667
B48495385298,12/01/2002,2002,12,37.91667,-75.41667
B48495347778,12/01/2002,2002,12,37.91667,-75.41667
B38495337649,12/01/2002,2002,12,37.91667,-75.41667
B18475711981,10/17/2004,2004,10,37.91667,-75.41667
B38475736133,11/05/2004,2004,11,36.91667,-75.91667
B98495933243,11/07/2004,2004,11,37.91667,-75.41667
B48495385298,11/07/2004,2004,11,37.91667,-75.41667
B38495340200,11/09/2004,2004,11,37.91667,-75.41667
B98495933243,11/14/2004,2004,11,37.91667,-75.41667
B48495385298,11/14/2004,2004,11,37.91667,-75.41667
B18475711981,11/21/2004,2004,11,37.91667,-75.41667
B98495933243,11/21/2004,2004,11,37.91667,-75.41667
B88715508968,11/21/2004,2004,11,37.91667,-75.41667
B98495330743,01/25/2005,2005,1,37.75,-75.58333
B98495933243,02/18/2005,2005,2,37.91667,-75.41667
B88475785838,11/27/2005,2005,11,37.91667,-75.41667
B98495933243,01/01/2006,2006,1,37.91667,-75.25
B88475785838,03/06/2006,2006,3,36.91667,-75.91667
B78165788715,11/05/2010,2010,11,37.91667,-75.25
B78165788715,11/14/2010,2010,11,37.91667,-75.25
B18215831141,11/14/2010,2010,11,37.91667,-75.25
B08215073802,11/23/2010,2010,11,37.91667,-75.25
B78165788715,11/23/2010,2010,11,37.91667,-75.25
B18165067198,11/23/2010,2010,11,37.91667,-75.25
B18215831141,11/23/2010,2010,11,37.91667,-75.25
B18165067198,11/25/2010,2010,11,37.89528,-75.34972
B68215819675,11/25/2010,2010,11,37.89528,-75.34972
B18215831141,11/26/2010,2010,11,37.89528,-75.34972
B98495216668,11/28/2010,2010,11,37.88472,-75.34583
B68215819675,11/28/2010,2010,11,37.88472,-75.34583
B78165788715,11/28/2010,2010,11,37.88472,-75.34583
B18215831141,11/28/2010,2010,11,37.88472,-75.34583
B08215073802,11/28/2010,2010,11,37.91667,-75.41667
B18165067198,11/28/2010,2010,11,37.91667,-75.41667
B68215819675,12/02/2010,2010,12,37.91667,-75.25
B28165702627,01/15/2011,2011,1,37.25,-75.91667
B68165788505,01/15/2011,2011,1,37.25,-75.91667
B78215951751,01/15/2011,2011,1,37.25,-75.91667
B78025132718,02/07/2011,2011,2,36.58333,-75.91667
B28215038895,02/07/2011,2011,2,36.58333,-75.91667
B58025110192,02/07/2011,2011,2,36.58333,-75.91667
B18165067198,02/18/2011,2011,2,37.91667,-75.41667
B28215038895,02/23/2011,2011,2,36.58333,-75.91667
B58025110192,03/05/2011,2011,3,36.58333,-75.91667
B08215073802,11/28/2011,2011,11,37.91667,-75.41667
B08215073802,12/08/2011,2011,12,37.91667,-75.41667
B08215073802,12/13/2011,2011,12,37.91667,-75.25
B78165788715,12/22/2011,2011,12,37.91667,-75.25
B18165067198,12/22/2011,2011,12,37.91667,-75.25
B48215818471,12/23/2011,2011,12,37.91667,-75.25
B58025582435,12/23/2011,2011,12,37.91667,-75.25
B78165788715,12/23/2011,2011,12,37.91667,-75.25
B18165067198,12/23/2011,2011,12,37.91667,-75.25
B08215073802,12/23/2011,2011,12,37.91667,-75.25
B18165067198,12/25/2011,2011,12,37.91667,-75.41667
B18165011451,12/26/2011,2011,12,37.91667,-75.25
B08215073802,12/29/2011,2011,12,37.91667,-75.25
B78165788715,12/29/2011,2011,12,37.91667,-75.25
B18165067198,01/18/2012,2012,1,37.91667,-75.41667
B78165788715,11/23/2012,2012,11,37.94151,-75.31575
B58025582435,12/07/2012,2012,12,37.94151,-75.31575
B78165788715,12/07/2012,2012,12,37.94151,-75.31575
B08215073802,12/30/2012,2012,12,37.89114,-75.34476
B78165788715,12/30/2012,2012,12,37.89114,-75.34476
B88165016480,12/30/2012,2012,12,37.89114,-75.34476
B58025582435,12/30/2012,2012,12,37.89099,-75.34459
